address	grantId	name	tag	active	core
0x1E122586A5530c1fd770Ee1bd973759CD8E55e6e	953	The Water Project	31-Contracts:Giveth	true	false
0x1E1dEe1a47B6D4dD5122C6Cd7483dDBB1F42BdCe	783	Sammy Tippit Ministries	31-Contracts:Giveth	true	false
0x1E5b209B5efD83Bb079fEf6CBAc54F9eac587951	925	Develop Africa	31-Contracts:Giveth	true	false
0x1EacF0Af9C2C78DdE82e7aA12d559E84fBB2A25A	829	Mothers and Children Fund Australia (by The Life You Can Save)	31-Contracts:Giveth	true	false
0x1ECD77b606f8cA74350C95F15ccB8607CF7572f2	593	Water.org	31-Contracts:Giveth	true	false
0x1f4d209Eeb68d87c44cb5DD0Ee8c445d3C989903	1588	The Anti-Recidivism Coalition (ARC)	31-Contracts:Giveth	true	false
0x1F66A7d4c209678b6A804D8a6dcAC302e39E59F3	1480	The Greg Hill Foundation	31-Contracts:Giveth	true	false
0x1F73604186908a4A2f12D0dA3De06B7F60C0E07b	1200	United Plant Savers	31-Contracts:Giveth	true	false
0x1fD6783a30CF3DaBF703DD03e53BAdcfD85bc360	286	Pevensey Community Orchard	31-Contracts:Giveth	true	false
0x20030d3f583e322FD262D8b01b8f56A4a545Dfe9	779	Partnership to End Addiction	31-Contracts:Giveth	true	false
0x2058e6AC4A4cd4451D0dd9B85Aba45CD7388dB10	825	Action Against Hunger Canada	31-Contracts:Giveth	true	false
0x205A3F416BD7FfEB829D31965De5C1384954FaD6	609	Coral Restoration Foundation	31-Contracts:Giveth	true	false
0x2091d743c3111491B82e678b63e4340802358f27	397	High Desert Museum	31-Contracts:Giveth	true	false
0x209a8D9eC2734813C23D855513f6DDd1C8f9dBA1	1734	Choose Love	31-Contracts:Giveth	true	false
0x20e2b60EadC59ca6D62dCa23587bA1DcBE65E13A	401	Hospice of Santa Cruz County	31-Contracts:Giveth	true	false
0x20F721B8116F89E7a4Eb83f13753Ee84D0662601	888	Jewish National Fund	31-Contracts:Giveth	true	false
0x20F972Ef9A00490a126bdd3580a6641Fa63DCfA7	1037	The Story of Stuff Project	31-Contracts:Giveth	true	false
0x2104e01a3cA6B5eb55c0c3a2d76ef0554482f65F	1411	International Fund for Animal Welfare (IFAW)	31-Contracts:Giveth	true	false
0x219FF04eE88Ce5A7F5f1E43Ec67c24a8600b05Fe	376	Food for the Hungry	31-Contracts:Giveth	true	false
0x21C565e752e3Ff2bb75283d1eB850fc8fCBFb9a8	659	Children's Heart Unit Fund (CHUF)	31-Contracts:Giveth	true	false
0x21e0Ca21F517a26db49Ec8FCf05FCeAbBABe98FA	34	Free The Food	31-Contracts:Giveth	true	false
0x220a878c530B50000cBeB2C7564fbF762c9bB183	1665	Gbowee Peace Foundation Africa-USA	31-Contracts:Giveth	true	false
0x228F9317124efDA746C3D1E08eEB6c8D64eC4b57	378	Chrysalis	31-Contracts:Giveth	true	false
0x22A261f96C1D4df680493b2Fe9b38D35a81c3BC1	979	National Black Chamber of Commerce	31-Contracts:Giveth	true	false
0x22b7F4EE41E2a42247241e4368eB393EE1262f0B	1685	Diversify and Democratize Philanthropy	31-Contracts:Giveth	true	false
0x22d1902a6E4C5bb6cD254b0d3335FC2022D5f1c5	1019	Canteen Australia	31-Contracts:Giveth	true	false
0x22D2aA904A8b61154c1bf4D2d5600ca0eDe39603	1180	CatalanDAO	31-Contracts:Giveth	true	false
0x22D7ed6c3cF8c9a603d98452B20d9Fbb237e4818	281	GWF Giving Tuesday 2021	31-Contracts:Giveth	true	false
0x22f2430bCF53E3ca87ceAc10EF2030e7EE45b18C	1127	Lone Star Legal Aid	31-Contracts:Giveth	true	false
0x230F969C7DC23A435015cFf0cD452CBb0C939825	1653	ORGO App development fund	31-Contracts:Giveth	true	false
0x233f70C87b09459f83910C999851E8b8Eec0B0b3	820	Space for Giants USA	31-Contracts:Giveth	true	false
0x234f5244207714b1AF350A033eb9B66fCd0BcB1E	1544	Rhizome	31-Contracts:Giveth	true	false
0x2359C4CBb91FAa8412e10B078D5eAa465347cE6E	830	Lifesaving Interventions Fund Australia (by The Life You Can Save)	31-Contracts:Giveth	true	false
0x235D6D8e0CCBfE286Fc3B282c55e1E75474c01cD	766	The Atlas Society	31-Contracts:Giveth	true	false
0x236dAA98f115caa9991A3894ae387CDc13eaaD1B	251	GRACEaid	31-Contracts:Giveth	true	false
0x2386dEB40AD4A6bFfA1720a167974417Ffd52f25	114	Gaia Gives	31-Contracts:Giveth	true	false
0x23c008176a932Fc6786F995D50f4Ef27aD30268f	1509	United Macedonian Diaspora	31-Contracts:Giveth	true	false
0x24413683cD1666DFe6B0BD9255FE8A7C73a4c3f2	1777	Know Your Rights Camp (KYRC)	31-Contracts:Giveth	true	false
0x245AA4896D1c747C0c2D18FE32eDebe568606679	1146	Clean Coalition	31-Contracts:Giveth	true	false
0x2483537B2bfAF088331e9Bff9cf9990d2b7082eB	1310	Emmanuel Mercy Mission	31-Contracts:Giveth	true	false
0x249A7EEDc853b3c9Ef165cA312eC60606d418f16	986	Meals on Wheels of Alameda County	31-Contracts:Giveth	true	false
0x24Bc9c41352dBEb370da9B5fa8Ee6De346912274	1035	Marine Toys for Tots Foundation	31-Contracts:Giveth	true	false
0x24E6e6914F37d1D9590540066d0263fb3DC9113E	676	Re:wild	31-Contracts:Giveth	true	false
0x2510586027328c872651E887E69bb261E3d8ed73	317	The 21 Day Mental Balance Challenge aka Meditate 2 Earn	31-Contracts:Giveth	true	false
0x2567c9DfD51088901aC797f7AAe8aCA69c65b0fb	1735	Project Healing Waters Fly Fishing	31-Contracts:Giveth	true	false
