Num	blocknumber	date	balance	blocknumber	Type	Amount	Count	DAI Balance	Claim Balance	Claim Count
260	11504939	12/22/20 18:37	0	11504939	PayoutAdded	3.22266E+20	1	0.00	"16,167.20"	260
261	11504939	12/22/20 18:37	0	11504939	PayoutAdded	3.32809E+20	1	0.00	"16,500.01"	261
262	11504939	12/22/20 18:37	0	11504939	PayoutAdded	3.55893E+20	1	0.00	"16,855.90"	262
263	11504939	12/22/20 18:37	0	11504939	PayoutAdded	3.62269E+20	1	0.00	"17,218.17"	263
264	11504939	12/22/20 18:37	0	11504939	PayoutAdded	3.69765E+20	1	0.00	"17,587.93"	264
265	11504939	12/22/20 18:37	0	11504939	PayoutAdded	3.93353E+20	1	0.00	"17,981.29"	265
266	11504939	12/22/20 18:37	0	11504939	PayoutAdded	4.08801E+20	1	0.00	"18,390.09"	266
267	11504939	12/22/20 18:37	0	11504939	PayoutAdded	4.11835E+20	1	0.00	"18,801.92"	267
268	11504939	12/22/20 18:37	0	11504939	PayoutAdded	4.5344E+20	1	0.00	"19,255.36"	268
269	11504939	12/22/20 18:37	0	11504939	PayoutAdded	4.57173E+20	1	0.00	"19,712.54"	269
270	11504939	12/22/20 18:37	0	11504939	PayoutAdded	4.64402E+20	1	0.00	"20,176.94"	270
271	11504939	12/22/20 18:37	0	11504939	PayoutAdded	5.06921E+20	1	0.00	"20,683.86"	271
272	11504939	12/22/20 18:37	0	11504939	PayoutAdded	3.32363E+21	1	0.00	"24,007.49"	272
273	11504939	12/22/20 18:37	0	11504939	PayoutAdded	5.45962E+20	1	0.00	"24,553.45"	273
274	11504939	12/22/20 18:37	0	11504939	PayoutAdded	6.13765E+20	1	0.00	"25,167.21"	274
275	11504939	12/22/20 18:37	0	11504939	PayoutAdded	6.23468E+20	1	0.00	"25,790.68"	275
276	11504939	12/22/20 18:37	0	11504939	PayoutAdded	6.31249E+20	1	0.00	"26,421.93"	276
277	11504939	12/22/20 18:37	0	11504939	PayoutAdded	6.38955E+20	1	0.00	"27,060.89"	277
278	11504939	12/22/20 18:37	0	11504939	PayoutAdded	6.43115E+20	1	0.00	"27,704.00"	278
279	11504939	12/22/20 18:37	0	11504939	PayoutAdded	6.7182E+20	1	0.00	"28,375.82"	279
280	11504939	12/22/20 18:37	0	11504939	PayoutAdded	6.76787E+20	1	0.00	"29,052.61"	280
281	11504939	12/22/20 18:37	0	11504939	PayoutAdded	6.87147E+20	1	0.00	"29,739.75"	281
282	11504939	12/22/20 18:37	0	11504939	PayoutAdded	7.25747E+20	1	0.00	"30,465.50"	282
283	11504939	12/22/20 18:37	0	11504939	PayoutAdded	7.48857E+20	1	0.00	"31,214.36"	283
284	11504939	12/22/20 18:37	0	11504939	PayoutAdded	7.61921E+20	1	0.00	"31,976.28"	284
285	11504939	12/22/20 18:37	0	11504939	PayoutAdded	7.64086E+20	1	0.00	"32,740.37"	285
286	11504939	12/22/20 18:37	0	11504939	PayoutAdded	7.77928E+20	1	0.00	"33,518.29"	286
287	11504939	12/22/20 18:37	0	11504939	PayoutAdded	7.98538E+20	1	0.00	"34,316.83"	287
288	11504939	12/22/20 18:37	0	11504939	PayoutAdded	8.03219E+20	1	0.00	"35,120.05"	288
289	11504939	12/22/20 18:37	0	11504939	PayoutAdded	8.19244E+20	1	0.00	"35,939.30"	289
290	11504939	12/22/20 18:37	0	11504939	PayoutAdded	8.19335E+20	1	0.00	"36,758.63"	290
291	11504939	12/22/20 18:37	0	11504939	PayoutAdded	8.25141E+20	1	0.00	"37,583.77"	291
292	11504939	12/22/20 18:37	0	11504939	PayoutAdded	8.26565E+20	1	0.00	"38,410.34"	292
293	11504939	12/22/20 18:37	0	11504939	PayoutAdded	8.41917E+20	1	0.00	"39,252.25"	293
294	11504939	12/22/20 18:37	0	11504939	PayoutAdded	8.59761E+20	1	0.00	"40,112.02"	294
295	11504939	12/22/20 18:37	0	11504939	PayoutAdded	8.70963E+20	1	0.00	"40,982.98"	295
296	11504939	12/22/20 18:37	0	11504939	PayoutAdded	8.80479E+20	1	0.00	"41,863.46"	296
297	11504939	12/22/20 18:37	0	11504939	PayoutAdded	9.07443E+20	1	0.00	"42,770.90"	297
298	11504939	12/22/20 18:37	0	11504939	PayoutAdded	9.24681E+20	1	0.00	"43,695.58"	298
299	11504939	12/22/20 18:37	0	11504939	PayoutAdded	9.53274E+20	1	0.00	"44,648.85"	299
300	11504939	12/22/20 18:37	0	11504939	PayoutAdded	9.57307E+20	1	0.00	"45,606.16"	300
301	11504939	12/22/20 18:37	0	11504939	PayoutAdded	9.60428E+20	1	0.00	"46,566.59"	301
302	11504939	12/22/20 18:37	0	11504939	PayoutAdded	9.72391E+20	1	0.00	"47,538.98"	302
303	11504939	12/22/20 18:37	0	11504939	PayoutAdded	9.83905E+20	1	0.00	"48,522.89"	303
304	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.02924E+21	1	0.00	"49,552.13"	304
305	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.04567E+21	1	0.00	"50,597.80"	305
306	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.10816E+21	1	0.00	"51,705.96"	306
307	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.15964E+21	1	0.00	"52,865.59"	307
308	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.17524E+21	1	0.00	"54,040.83"	308
309	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.22126E+21	1	0.00	"55,262.09"	309
310	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.29212E+21	1	0.00	"56,554.21"	310
311	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.33461E+21	1	0.00	"57,888.82"	311
312	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.34213E+21	1	0.00	"59,230.94"	312
313	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.37104E+21	1	0.00	"60,601.98"	313
314	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.43148E+21	1	0.00	"62,033.46"	314
315	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.43777E+21	1	0.00	"63,471.23"	315
316	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.56428E+21	1	0.00	"65,035.51"	316
317	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.62845E+21	1	0.00	"66,663.96"	317
318	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.67288E+21	1	0.00	"68,336.84"	318
319	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.7727E+21	1	0.00	"70,109.54"	319
320	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.81213E+21	1	0.00	"71,921.67"	320
321	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.93918E+21	1	0.00	"73,860.85"	321
322	11504939	12/22/20 18:37	0	11504939	PayoutAdded	2.1554E+21	1	0.00	"76,016.26"	322
323	11504939	12/22/20 18:37	0	11504939	PayoutAdded	2.34875E+21	1	0.00	"78,365.01"	323
324	11504939	12/22/20 18:37	0	11504939	PayoutAdded	2.6022E+21	1	0.00	"80,967.21"	324
325	11504939	12/22/20 18:37	0	11504939	PayoutAdded	2.6813E+21	1	0.00	"83,648.52"	325
326	11504939	12/22/20 18:37	0	11504939	PayoutAdded	2.71961E+21	1	0.00	"86,368.13"	326
327	11504939	12/22/20 18:37	0	11504939	PayoutAdded	2.72952E+21	1	0.00	"89,097.64"	327
328	11504939	12/22/20 18:37	0	11504939	PayoutAdded	2.75184E+21	1	0.00	"91,849.48"	328
329	11504939	12/22/20 18:37	0	11504939	PayoutAdded	2.97441E+21	1	0.00	"94,823.89"	329
330	11504939	12/22/20 18:37	0	11504939	PayoutAdded	3.08761E+21	1	0.00	"97,911.50"	330
331	11504939	12/22/20 18:37	0	11504939	PayoutAdded	7.61603E+21	1	0.00	"105,527.53"	331
332	11504939	12/22/20 18:37	0	11504939	PayoutAdded	3.27383E+21	1	0.00	"108,801.36"	332
333	11504939	12/22/20 18:37	0	11504939	PayoutAdded	3.47104E+21	1	0.00	"112,272.40"	333
334	11504939	12/22/20 18:37	0	11504939	PayoutAdded	3.47689E+21	1	0.00	"115,749.28"	334
335	11504939	12/22/20 18:37	0	11504939	PayoutAdded	4.01368E+21	1	0.00	"119,762.97"	335
336	11504939	12/22/20 18:37	0	11504939	PayoutAdded	4.16222E+21	1	0.00	"123,925.19"	336
337	11504939	12/22/20 18:37	0	11504939	PayoutAdded	4.17555E+21	1	0.00	"128,100.74"	337
338	11504939	12/22/20 18:37	0	11504939	PayoutAdded	4.22432E+21	1	0.00	"132,325.06"	338
339	11504939	12/22/20 18:37	0	11504939	PayoutAdded	4.33064E+21	1	0.00	"136,655.70"	339
340	11504939	12/22/20 18:37	0	11504939	PayoutAdded	4.431E+21	1	0.00	"141,086.70"	340
341	11504939	12/22/20 18:37	0	11504939	PayoutAdded	4.43734E+21	1	0.00	"145,524.04"	341
342	11504939	12/22/20 18:37	0	11504939	PayoutAdded	4.49652E+21	1	0.00	"150,020.56"	342
343	11504939	12/22/20 18:37	0	11504939	PayoutAdded	4.93597E+21	1	0.00	"154,956.53"	343
344	11504939	12/22/20 18:37	0	11504939	PayoutAdded	4.99495E+21	1	0.00	"159,951.48"	344
345	11504939	12/22/20 18:37	0	11504939	PayoutAdded	5.00345E+21	1	0.00	"164,954.93"	345
346	11504939	12/22/20 18:37	0	11504939	PayoutAdded	5.30644E+21	1	0.00	"170,261.37"	346
347	11504939	12/22/20 18:37	0	11504939	PayoutAdded	5.35379E+21	1	0.00	"175,615.16"	347
348	11504939	12/22/20 18:37	0	11504939	PayoutAdded	5.35568E+21	1	0.00	"180,970.84"	348
349	11504939	12/22/20 18:37	0	11504939	PayoutAdded	5.48891E+21	1	0.00	"186,459.74"	349
350	11504939	12/22/20 18:37	0	11504939	PayoutAdded	5.95649E+21	1	0.00	"192,416.23"	350
351	11504939	12/22/20 18:37	0	11504939	PayoutAdded	5.9896E+21	1	0.00	"198,405.83"	351
352	11504939	12/22/20 18:37	0	11504939	PayoutAdded	5.99704E+21	1	0.00	"204,402.88"	352
353	11504939	12/22/20 18:37	0	11504939	PayoutAdded	6.63429E+21	1	0.00	"211,037.17"	353
354	11504939	12/22/20 18:37	0	11504939	PayoutAdded	7.71544E+21	1	0.00	"218,752.61"	354
355	11504939	12/22/20 18:37	0	11504939	PayoutAdded	8.65144E+21	1	0.00	"227,404.04"	355
356	11504939	12/22/20 18:37	0	11504939	PayoutAdded	9.73566E+21	1	0.00	"237,139.70"	356
357	11504939	12/22/20 18:37	0	11504939	PayoutAdded	9.7718E+21	1	0.00	"246,911.51"	357
358	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.03934E+22	1	0.00	"257,304.93"	358
359	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.07708E+22	1	0.00	"268,075.72"	359
360	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.08658E+22	1	0.00	"278,941.55"	360
361	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.11114E+22	1	0.00	"290,052.94"	361
362	11504939	12/22/20 18:37	0	11504939	PayoutAdded	1.5679E+22	1	0.00	"305,731.94"	362
363	11504939	12/22/20 18:37	0	11504939	PayoutAdded	2.14175E+22	1	0.00	"327,149.43"	363
364	11504939	12/22/20 18:37	0	11504939	PayoutAdded	2.29489E+22	1	0.00	"350,098.38"	364
365	11504956	12/22/20 18:41	0	11504956	Finalized		0	0.00	"350,098.38"	364
366	11505161	12/22/20 19:23	3.501E+23	11505161	Transfer		0	"350,100.00"	"350,098.38"	364
367	11505161	12/22/20 19:23	3.501E+23	11505487	Funded		0	"350,100.00"	"350,098.38"	364
369	11505508	12/22/20 20:43	3.42484E+23	11505508	PayoutClaimed	7.61603E+21	-1	"342,483.97"	"342,482.35"	363
371	11505521	12/22/20 20:45	3.41531E+23	11505521	PayoutClaimed	9.53274E+20	-1	"341,530.70"	"341,529.08"	362
373	11505989	12/22/20 22:29	3.18582E+23	11505989	PayoutClaimed	2.29489E+22	-1	"318,581.75"	"318,580.13"	361
375	11506033	12/22/20 22:38	3.18188E+23	11506033	PayoutClaimed	3.93353E+20	-1	"318,188.40"	"318,186.78"	360
377	11506166	12/22/20 23:11	3.18188E+23	11506166	PayoutClaimed	4.62987E+17	-1	"318,187.94"	"318,186.31"	359
379	11506169	12/22/20 23:12	3.15507E+23	11506169	PayoutClaimed	2.6813E+21	-1	"315,506.63"	"315,505.01"	358
381	11506231	12/22/20 23:26	3.1538E+23	11506231	PayoutClaimed	1.26237E+20	-1	"315,380.39"	"315,378.77"	357
383	11506233	12/22/20 23:26	3.1538E+23	11506233	PayoutClaimed	7.46222E+17	-1	"315,379.65"	"315,378.03"	356
385	11506251	12/22/20 23:33	3.15294E+23	11506251	PayoutClaimed	8.61288E+19	-1	"315,293.52"	"315,291.90"	355
387	11506315	12/22/20 23:47	3.1468E+23	11506315	PayoutClaimed	6.13765E+20	-1	"314,679.76"	"314,678.13"	354
389	11506319	12/22/20 23:47	3.13809E+23	11506319	PayoutClaimed	8.70963E+20	-1	"313,808.79"	"313,807.17"	353
391	11506353	12/22/20 23:55	3.13743E+23	11506353	PayoutClaimed	4.6973E+19	-1	"313,743.41"	"313,760.20"	352
393	11506353	12/22/20 23:55	3.13743E+23	11506353	PayoutClaimed	1.84049E+19	-1	"313,743.41"	"313,741.79"	351
395	11506402	12/23/20 0:07	3.09519E+23	11506402	PayoutClaimed	4.22432E+21	-1	"309,519.09"	"309,517.47"	350
397	11506423	12/23/20 0:12	3.09403E+23	11506423	PayoutClaimed	1.16583E+20	-1	"309,402.51"	"309,400.88"	349
399	11506423	12/23/20 0:12	3.09403E+23	11506423	PayoutClaimed	0	-1	"309,402.51"	"309,400.88"	348
401	11506505	12/23/20 0:31	3.09033E+23	11506505	PayoutClaimed	3.69765E+20	-1	"309,032.74"	"309,031.12"	347
403	11506527	12/23/20 0:34	3.08621E+23	11506527	PayoutClaimed	4.11835E+20	-1	"308,620.91"	"308,619.28"	346
405	11506538	12/23/20 0:37	3.04607E+23	11506538	PayoutClaimed	4.01368E+21	-1	"304,607.22"	"304,605.60"	345
407	11506539	12/23/20 0:37	2.99301E+23	11506539	PayoutClaimed	5.30644E+21	-1	"299,300.78"	"299,299.16"	344
409	11506572	12/23/20 0:46	2.99085E+23	11506572	PayoutClaimed	2.15628E+20	-1	"299,085.16"	"299,083.53"	343
411	11506575	12/23/20 0:46	2.98941E+23	11506575	PayoutClaimed	1.44352E+20	-1	"298,940.81"	"298,939.18"	342
413	11506620	12/23/20 0:57	2.98927E+23	11506620	PayoutClaimed	1.4066E+19	-1	"298,926.74"	"298,925.12"	341
415	11506629	12/23/20 0:58	2.98919E+23	11506629	PayoutClaimed	7.9205E+18	-1	"298,918.82"	"298,917.19"	340
417	11506685	12/23/20 1:11	2.98821E+23	11506685	PayoutClaimed	9.77489E+19	-1	"298,821.07"	"298,819.45"	339
419	11506690	12/23/20 1:11	2.98806E+23	11506690	PayoutClaimed	1.55228E+19	-1	"298,805.55"	"298,803.92"	338
421	11506696	12/23/20 1:12	2.9863E+23	11506696	PayoutClaimed	1.75316E+20	-1	"298,630.23"	"298,628.61"	337
423	11506770	12/23/20 1:27	2.98403E+23	11506770	PayoutClaimed	2.27516E+20	-1	"298,402.72"	"298,401.09"	336
425	11506791	12/23/20 1:30	2.97604E+23	11506791	PayoutClaimed	7.98538E+20	-1	"297,604.18"	"297,602.55"	335
427	11506818	12/23/20 1:34	2.97151E+23	11506818	PayoutClaimed	4.5344E+20	-1	"297,150.74"	"297,149.11"	334
429	11506959	12/23/20 2:08	2.92654E+23	11506959	PayoutClaimed	4.49652E+21	-1	"292,654.22"	"292,652.59"	333
431	11507007	12/23/20 2:19	2.92321E+23	11507007	PayoutClaimed	3.32809E+20	-1	"292,321.41"	"292,319.78"	332
433	11507011	12/23/20 2:20	2.89347E+23	11507011	PayoutClaimed	2.97441E+21	-1	"289,347.00"	"289,345.38"	331
435	11507018	12/23/20 2:22	2.87192E+23	11507018	PayoutClaimed	2.1554E+21	-1	"287,191.60"	"287,189.97"	330
437	11507041	12/23/20 2:27	2.87183E+23	11507041	PayoutClaimed	8.67549E+18	-1	"287,182.92"	"287,181.30"	329
439	11507094	12/23/20 2:36	2.87118E+23	11507094	PayoutClaimed	6.48477E+19	-1	"287,118.07"	"287,116.45"	328
441	11507182	12/23/20 2:54	2.87098E+23	11507182	PayoutClaimed	2.04974E+19	-1	"287,097.57"	"287,095.95"	327
443	11507191	12/23/20 2:56	2.86278E+23	11507191	PayoutClaimed	8.19335E+20	-1	"286,278.24"	"286,276.62"	326
445	11507233	12/23/20 3:05	2.8626E+23	11507233	PayoutClaimed	1.78072E+19	-1	"286,260.43"	"286,258.81"	325
447	11507492	12/23/20 4:03	2.85288E+23	11507492	PayoutClaimed	9.72391E+20	-1	"285,288.04"	"285,286.42"	324
449	11507532	12/23/20 4:12	2.80857E+23	11507532	PayoutClaimed	4.431E+21	-1	"280,857.05"	"280,855.42"	323
451	11507538	12/23/20 4:12	2.79084E+23	11507538	PayoutClaimed	1.7727E+21	-1	"279,084.34"	"279,082.72"	322
453	11507610	12/23/20 4:28	2.79084E+23	11507610	PayoutClaimed	3.82243E+16	-1	"279,084.31"	"279,082.68"	321
455	11507702	12/23/20 4:50	2.78577E+23	11507702	PayoutClaimed	5.06921E+20	-1	"278,577.39"	"278,575.76"	320
457	11507754	12/23/20 4:57	2.78561E+23	11507754	PayoutClaimed	1.62488E+19	-1	"278,561.14"	"278,559.51"	319
459	11507884	12/23/20 5:26	2.77402E+23	11507884	PayoutClaimed	1.15964E+21	-1	"277,401.50"	"277,399.88"	318
461	11507986	12/23/20 5:52	2.77178E+23	11507986	PayoutClaimed	2.23765E+20	-1	"277,177.74"	"277,176.11"	317
463	11508173	12/23/20 6:28	2.71181E+23	11508173	PayoutClaimed	5.99704E+21	-1	"271,180.69"	"271,179.07"	316
465	11508248	12/23/20 6:44	2.70361E+23	11508248	PayoutClaimed	8.19244E+20	-1	"270,361.45"	"270,359.82"	315
467	11508269	12/23/20 6:48	2.69674E+23	11508269	PayoutClaimed	6.87147E+20	-1	"269,674.30"	"269,672.68"	314
469	11508446	12/23/20 7:29	2.69673E+23	11508446	PayoutClaimed	9.39444E+17	-1	"269,673.36"	"269,671.74"	313
471	11508630	12/23/20 8:11	2.69323E+23	11508630	PayoutClaimed	3.50402E+20	-1	"269,322.96"	"269,321.33"	312
473	11508725	12/23/20 8:31	2.66049E+23	11508725	PayoutClaimed	3.27383E+21	-1	"266,049.13"	"266,047.50"	311
475	11508730	12/23/20 8:31	2.66049E+23	11508730	PayoutClaimed	0	-1	"266,049.13"	"266,047.50"	310
477	11508843	12/23/20 8:57	2.66013E+23	11508843	PayoutClaimed	3.2274E+19	-1	"266,013.49"	"266,015.23"	309
479	11508843	12/23/20 8:57	2.66013E+23	11508843	PayoutClaimed	0	-1	"266,013.49"	"266,015.23"	308
481	11508843	12/23/20 8:57	2.66013E+23	11508843	PayoutClaimed	3.35764E+18	-1	"266,013.49"	"266,011.87"	307
483	11508959	12/23/20 9:24	2.66013E+23	11508959	PayoutClaimed	6.06524E+17	-1	"266,012.89"	"266,011.26"	306
485	11508996	12/23/20 9:32	2.66009E+23	11508996	PayoutClaimed	4.14686E+18	-1	"266,008.74"	"266,007.12"	305
487	11509000	12/23/20 9:33	2.65965E+23	11509000	PayoutClaimed	4.32549E+19	-1	"265,965.49"	"265,963.86"	304
489	11509092	12/23/20 9:54	2.65754E+23	11509092	PayoutClaimed	2.11341E+20	-1	"265,754.14"	"265,752.52"	303
491	11509119	12/23/20 9:58	2.65724E+23	11509119	PayoutClaimed	1.19883E+19	-1	"265,723.52"	"265,740.53"	302
493	11509119	12/23/20 9:58	2.65724E+23	11509119	PayoutClaimed	1.86351E+19	-1	"265,723.52"	"265,721.90"	301
495	11509306	12/23/20 10:38	2.64381E+23	11509306	PayoutClaimed	1.34213E+21	-1	"264,381.40"	"264,379.77"	300
497	11509360	12/23/20 10:51	2.59386E+23	11509360	PayoutClaimed	4.99495E+21	-1	"259,386.45"	"259,384.83"	299
499	11509540	12/23/20 11:30	2.58052E+23	11509540	PayoutClaimed	1.33461E+21	-1	"258,051.84"	"258,050.22"	298
501	11509621	12/23/20 11:44	2.57023E+23	11509621	PayoutClaimed	1.02924E+21	-1	"257,022.60"	"257,020.98"	297
503	11509656	12/23/20 11:51	2.56391E+23	11509656	PayoutClaimed	6.31249E+20	-1	"256,391.35"	"256,389.73"	296
505	11509844	12/23/20 12:30	2.55283E+23	11509844	PayoutClaimed	1.10816E+21	-1	"255,283.19"	"255,281.57"	295
507	11509912	12/23/20 12:45	2.54326E+23	11509912	PayoutClaimed	9.57307E+20	-1	"254,325.89"	"254,324.26"	294
509	11510131	12/23/20 13:34	2.54176E+23	11510131	PayoutClaimed	1.49726E+20	-1	"254,176.16"	"254,174.54"	293
511	11510188	12/23/20 13:47	2.43065E+23	11510188	PayoutClaimed	1.11114E+22	-1	"243,064.77"	"243,063.14"	292
513	11510231	12/23/20 13:57	2.4224E+23	11510231	PayoutClaimed	8.25141E+20	-1	"242,239.63"	"242,238.00"	291
515	11510271	12/23/20 14:08	2.41933E+23	11510271	PayoutClaimed	3.06728E+20	-1	"241,932.90"	"241,931.27"	290
517	11510276	12/23/20 14:09	2.36997E+23	11510276	PayoutClaimed	4.93597E+21	-1	"236,996.92"	"236,995.30"	289
519	11510302	12/23/20 14:15	2.36235E+23	11510302	PayoutClaimed	7.61921E+20	-1	"236,235.00"	"236,233.38"	288
521	11510362	12/23/20 14:28	2.35948E+23	11510362	PayoutClaimed	2.86542E+20	-1	"235,948.46"	"235,946.84"	287
523	11510812	12/23/20 16:10	2.29992E+23	11510812	PayoutClaimed	2.5177E+16	-1	"229,991.95"	"235,946.81"	286
525	11510812	12/23/20 16:10	2.29992E+23	11510812	PayoutClaimed	5.95649E+21	-1	"229,991.95"	"229,990.33"	285
527	11511240	12/23/20 17:41	2.26668E+23	11511240	PayoutClaimed	3.32363E+21	-1	"226,668.32"	"226,666.70"	284
529	11511389	12/23/20 18:12	2.26348E+23	11511389	PayoutClaimed	3.20429E+20	-1	"226,347.90"	"226,346.27"	283
531	11511402	12/23/20 18:16	2.26223E+23	11511402	PayoutClaimed	1.24424E+20	-1	"226,223.47"	"226,221.85"	282
533	11511591	12/23/20 18:55	2.24551E+23	11511591	PayoutClaimed	1.67288E+21	-1	"224,550.59"	"224,548.97"	281
535	11511904	12/23/20 20:06	2.23691E+23	11511904	PayoutClaimed	8.59761E+20	-1	"223,690.83"	"223,689.21"	280
537	11511934	12/23/20 20:12	2.23672E+23	11511934	PayoutClaimed	1.87594E+19	-1	"223,672.07"	"223,670.45"	279
539	11512211	12/23/20 21:19	2.2331E+23	11512211	PayoutClaimed	3.62269E+20	-1	"223,309.80"	"223,308.18"	278
541	11512357	12/23/20 21:50	2.23296E+23	11512357	PayoutClaimed	1.34655E+19	-1	"223,296.34"	"223,294.71"	277
543	11512871	12/23/20 23:38	2.23281E+23	11512871	PayoutClaimed	1.51578E+19	-1	"223,281.18"	"223,279.55"	276
545	11513736	12/24/20 3:00	2.23281E+23	11513736	PayoutClaimed	9.21426E+16	-1	"223,281.09"	"223,279.46"	275
547	11514111	12/24/20 4:24	2.21717E+23	11514111	PayoutClaimed	1.56428E+21	-1	"221,716.81"	"221,715.18"	274
549	11514175	12/24/20 4:38	2.19778E+23	11514175	PayoutClaimed	1.93918E+21	-1	"219,777.62"	"219,776.00"	273
551	11514315	12/24/20 5:06	2.19029E+23	11514315	PayoutClaimed	7.48857E+20	-1	"219,028.77"	"219,027.14"	272
553	11514379	12/24/20 5:19	2.18045E+23	11514379	PayoutClaimed	9.83905E+20	-1	"218,044.86"	"218,043.24"	271
555	11514421	12/24/20 5:29	2.17137E+23	11514421	PayoutClaimed	9.07443E+20	-1	"217,137.42"	"217,135.79"	270
557	11514452	12/24/20 5:37	2.1668E+23	11514452	PayoutClaimed	4.57173E+20	-1	"216,680.24"	"216,678.62"	269
559	11514526	12/24/20 5:54	2.158E+23	11514526	PayoutClaimed	8.80479E+20	-1	"215,799.77"	"215,798.14"	268
561	11515412	12/24/20 9:11	2.14958E+23	11515412	PayoutClaimed	8.41917E+20	-1	"214,957.85"	"214,956.22"	267
563	11516477	12/24/20 13:10	2.14932E+23	11516477	PayoutClaimed	2.63146E+19	-1	"214,931.53"	"214,929.91"	266
565	11516954	12/24/20 14:54	2.14681E+23	11516954	PayoutClaimed	2.50841E+20	-1	"214,680.69"	"214,679.07"	265
567	11517007	12/24/20 15:05	2.14668E+23	11517007	PayoutClaimed	1.21987E+19	-1	"214,668.49"	"214,666.87"	264
569	11517023	12/24/20 15:08	2.1466E+23	11517023	PayoutClaimed	8.48131E+18	-1	"214,660.01"	"214,658.39"	263
571	11517052	12/24/20 15:13	2.14658E+23	11517052	PayoutClaimed	1.72926E+18	-1	"214,658.28"	"214,656.66"	262
573	11517084	12/24/20 15:20	2.14543E+23	11517084	PayoutClaimed	1.15246E+20	-1	"214,543.04"	"214,541.41"	261
575	11517147	12/24/20 15:33	2.09187E+23	11517147	PayoutClaimed	5.35568E+21	-1	"209,187.36"	"209,185.74"	260
577	11517230	12/24/20 15:52	2.08919E+23	11517230	PayoutClaimed	2.68474E+20	-1	"208,918.89"	"208,917.26"	259
579	11517247	12/24/20 15:57	2.08915E+23	11517247	PayoutClaimed	3.6229E+18	-1	"208,915.26"	"208,913.64"	258
581	11517335	12/24/20 16:16	2.08903E+23	11517335	PayoutClaimed	1.19308E+19	-1	"208,903.33"	"208,901.71"	257
583	11517502	12/24/20 16:52	2.08838E+23	11517502	PayoutClaimed	6.56532E+19	-1	"208,837.68"	"208,836.06"	256
585	11517531	12/24/20 16:58	2.08835E+23	11517531	PayoutClaimed	2.69447E+18	-1	"208,834.99"	"208,833.36"	255
587	11517986	12/24/20 18:40	2.08804E+23	11517986	PayoutClaimed	3.10299E+19	-1	"208,803.96"	"208,802.33"	254
589	11519363	12/24/20 23:41	2.08789E+23	11519363	PayoutClaimed	1.46272E+19	-1	"208,789.33"	"208,787.70"	253
591	11520939	12/25/20 5:39	2.07986E+23	11520939	PayoutClaimed	8.03219E+20	-1	"207,986.11"	"207,984.49"	252
593	11520948	12/25/20 5:40	2.05257E+23	11520948	PayoutClaimed	2.72952E+21	-1	"205,256.59"	"205,254.97"	251
595	11522360	12/25/20 10:52	1.97541E+23	11522360	PayoutClaimed	7.71544E+21	-1	"197,541.16"	"197,539.53"	250
597	11523632	12/25/20 15:37	1.94789E+23	11523632	PayoutClaimed	2.75184E+21	-1	"194,789.32"	"194,787.69"	249
599	11523862	12/25/20 16:26	1.94723E+23	11523862	PayoutClaimed	6.62943E+19	-1	"194,723.02"	"194,721.40"	248
601	11524329	12/25/20 18:08	1.90392E+23	11524329	PayoutClaimed	4.33064E+21	-1	"190,392.38"	"190,390.76"	247
603	11524695	12/25/20 19:26	1.90147E+23	11524695	PayoutClaimed	2.45098E+20	-1	"190,147.29"	"190,145.66"	246
605	11524858	12/25/20 20:03	1.87545E+23	11524858	PayoutClaimed	2.6022E+21	-1	"187,545.09"	"187,543.47"	245
607	11526405	12/26/20 1:58	1.87545E+23	11526405	PayoutClaimed	6.40398E+16	-1	"187,545.02"	"187,543.40"	244
609	11527102	12/26/20 4:29	1.87545E+23	11527102	PayoutClaimed	0	-1	"187,545.02"	"187,543.40"	243
611	11527505	12/26/20 5:55	1.87532E+23	11527505	PayoutClaimed	1.29587E+19	-1	"187,532.07"	"187,530.44"	242
613	11529510	12/26/20 13:11	1.87526E+23	11529510	PayoutClaimed	6.3498E+18	-1	"187,525.72"	"187,524.09"	241
