10244000	2
10245000	0
10250000	0
10255000	0
10260000	0
10265000	2
10270000	562
10275000	585
10280000	840
10285000	772
10290000	733
10295000	931
10300000	1045
10305000	870
10310000	597
10315000	944
10320000	1214
10325000	608
10330000	699
10335000	1048
10340000	1541
10345000	1104
10350000	876
10355000	1091
10360000	961
10365000	858
10370000	696
10375000	1094
10380000	2508
10385000	2112
10390000	324
10395000	16
10400000	42
10405000	105
10410000	57
10415000	35
10420000	5
10425000	21
10430000	7
10435000	0
10440000	2
10445000	1
10450000	7
10455000	3
10460000	5
10465000	7
10470000	5
10475000	7
10480000	0
10485000	7
10490000	20
10495000	12
10500000	21
10505000	10
10510000	25
10515000	5
10520000	0
10525000	8
10530000	10
10535000	13
10540000	1
10545000	2
10550000	2
10555000	5
10560000	7
10565000	15
10570000	4
10575000	12
10580000	0
10585000	0
10590000	1
10595000	6
10600000	0
10605000	0
10610000	2
10615000	172
10620000	0
10625000	13
10630000	3
10635000	2
10640000	0
10645000	4
10650000	10
10655000	40
10660000	45
10665000	17
10670000	7
10675000	0
10680000	7
10685000	4
10690000	3
10695000	15
10700000	0
10705000	11
10710000	9
10715000	2
10720000	37
10725000	35
10730000	17
10735000	57
10740000	64
10745000	48
10750000	0
10755000	69
10760000	6
10765000	7
10770000	19
10775000	8
10780000	7
10785000	7
10790000	16
10795000	5
10800000	11
10805000	5
10810000	2
10815000	48
10820000	0
10825000	12
10830000	1
10835000	0
10840000	6
10845000	0
10850000	3
10855000	16
10860000	41
10865000	226
10870000	160
10875000	106
10880000	157
10885000	221
10890000	1230
10895000	429
10900000	539
10905000	301
10910000	339
10915000	455
10920000	506
10925000	372
10930000	280
10935000	148
10940000	347
10945000	194
10950000	543
10955000	798
10960000	410
10965000	421
10970000	987
10975000	1680
10980000	33
10985000	20
10990000	19
10995000	11
11000000	23
11005000	7
11010000	25
11015000	24
11020000	17
11025000	5
11030000	8
11035000	5
11040000	5
11045000	15
11050000	2
11055000	8
11060000	0
11065000	16
11070000	2
11075000	2
11080000	2
11085000	14
11090000	6
11095000	8
11100000	12
11105000	52
11110000	8
11115000	5
11120000	0
11125000	17
11130000	9
11135000	2
11140000	1
11145000	10
11150000	11
11155000	0
11160000	0
11165000	0
11170000	19
11175000	0
11180000	8
11185000	1
11190000	0
11195000	12
11200000	0
11205000	5
11210000	5
11215000	32
11220000	10
11225000	12
11230000	3
11235000	92
11240000	73
11245000	1
11250000	147
11255000	60
11260000	74
11265000	12
11270000	48
11275000	23
11280000	26
11285000	63
11290000	170
11295000	68
11300000	18
11305000	32
11310000	27
11315000	49
11320000	30
11325000	0
11330000	42
11335000	15
11340000	68
11345000	38
11350000	14
11355000	15
11360000	14
11365000	52
11370000	366
11375000	443
11380000	610
11385000	1110
11390000	1155
11395000	653
11400000	649
11405000	690
11410000	393
11415000	367
11420000	420
11425000	443
11430000	345
11435000	557
11440000	441
11445000	2785
11450000	3424
11455000	3791
11460000	4079
11465000	3937
11470000	2303
11475000	352
11480000	512
11485000	232
11490000	77
11495000	51
11500000	57
11505000	52
11510000	52
11515000	14
11520000	55
11525000	29
11530000	110
11535000	80
11540000	36
11545000	33
11550000	20
11555000	32
11560000	86
11565000	55
11570000	17
11575000	27
11580000	7
11585000	6
11590000	17
11595000	8
11600000	9
11605000	9
11610000	9
11615000	19
11620000	4
11625000	23
11630000	11
11635000	13
11640000	8
11645000	17
11650000	0
11655000	10
11660000	5
11665000	5
11670000	5
11675000	0
11680000	7
11685000	90
11690000	15
11695000	296
11700000	151
11705000	134
11710000	381
11715000	233
11720000	115
11725000	173
11730000	177
11735000	100
11740000	87
11745000	89
11750000	31
11755000	53
11760000	41
11765000	49
11770000	76
11775000	56
11780000	49
11785000	37
11790000	8
11795000	8
11800000	24
11805000	23
11810000	12
11815000	4
11820000	10
11825000	19
11830000	97
11835000	107
11840000	46
11845000	50
11850000	81
11855000	284
11860000	49
11865000	141
11870000	142
11875000	40
11880000	169
11885000	65
11890000	99
11895000	104
11900000	77
11905000	60
11910000	7
11915000	54
11920000	80
11925000	95
11930000	82
11935000	180
11940000	190
11945000	124
11950000	25
11955000	185
11960000	104
11965000	60
11970000	24
11975000	18
11980000	36
11985000	20
11990000	22
11995000	6
12000000	27
12005000	101
12010000	3654
12015000	3282
12020000	1708
12025000	1924
12030000	1005
12035000	819
12040000	672
12045000	420
12050000	745
12055000	373
12060000	545
